instance=HRC102, CXPB1=0.5, MUTPB1=0.2, MUTPB2=0.2
Algorithm took 23.72s

gen, min, max, mean, std
462, 7610.80433, 102666.66204, 9227.45387, 10640.22193
463, 7610.80433, 8843.74451, 7796.56085, 301.08492
464, 7610.80433, 37609.75088, 8092.45806, 2978.10124
465, 7610.80433, 9087.09605, 7776.96763, 275.03865
466, 7605.64753, 189198.98173, 9619.94411, 18050.42365
467, 7586.66982, 8667.16581, 7770.19169, 242.22413
468, 7584.18867, 8709.01896, 7789.97723, 286.09864
469, 7499.80003, 9125.38538, 7729.56884, 214.97438
470, 7499.80003, 8548.87570, 7726.14325, 223.25580
471, 7584.18867, 9121.73305, 7812.36866, 301.37037
472, 7584.18867, 116926.82595, 9289.14601, 11676.17594
473, 7584.18867, 110901.39045, 8852.51004, 10261.55898
474, 7584.18867, 12354.82691, 7807.63683, 526.95015
475, 7584.18867, 9042.03746, 7761.57172, 277.58846
476, 7584.18867, 13079.61450, 7766.60341, 571.95519
477, 7584.18867, 8807.97828, 7766.26633, 272.35007
478, 7584.18867, 8682.40330, 7737.28963, 210.49180
479, 7584.18867, 9163.26404, 7753.99479, 265.81508
480, 7584.18867, 9157.22605, 7759.66072, 284.65878
481, 7584.18867, 176982.92794, 9434.18583, 16841.16893
482, 7584.18867, 9353.24151, 7787.15268, 351.46031
483, 7584.18867, 9217.24143, 7782.21693, 299.08591
484, 7584.18867, 8993.87632, 7773.90822, 280.65569
485, 7527.51479, 177193.23939, 9434.35989, 16862.15190
486, 7527.51479, 8697.94342, 7737.73494, 267.24321
487, 7527.51479, 165398.68475, 9336.66724, 15688.48376
488, 7527.51479, 140376.39218, 9116.73393, 13196.81062
489, 7527.51479, 8682.40330, 7706.54198, 212.94808
490, 7527.51479, 8784.15729, 7686.03111, 268.79841
491, 7527.51479, 8625.72941, 7689.06711, 246.73558
492, 7527.51479, 8809.98927, 7698.23325, 259.32396
493, 7527.51479, 8978.57199, 7720.74182, 263.77473
494, 7527.51479, 87391.09885, 8510.29131, 7934.46322
495, 7527.51479, 9410.86743, 7673.97454, 266.42644
496, 7487.22573, 8624.41876, 7655.92149, 226.00476
497, 7487.22573, 8925.41323, 7743.44514, 347.89137
498, 7487.22573, 138242.11300, 9054.48425, 12987.94738
499, 7487.22573, 8884.69831, 7715.81223, 271.77658
500, 7487.22573, 8644.14398, 7704.19034, 226.98927
501, 7487.22573, 94712.72483, 8567.84337, 8661.19425
502, 7487.22573, 15220.98037, 7813.83615, 810.85759
503, 7487.22573, 47770.78884, 8093.38017, 3998.15267
504, 7487.22573, 130770.42132, 8897.50503, 12252.10138
505, 7487.22573, 82650.52243, 8406.96670, 7466.04533
506, 7487.22573, 9203.61039, 7668.73668, 293.47455
507, 7487.22573, 8585.44035, 7620.15367, 202.28677
508, 7487.22573, 8541.41492, 7644.38912, 249.19345
509, 7487.22573, 8659.72666, 7610.91416, 216.96378
510, 7487.22573, 8585.44035, 7643.31951, 229.11069
511, 7487.22573, 8951.19689, 7704.23597, 332.35361
512, 7473.59951, 8434.46292, 7675.49165, 248.27395
513, 7473.59951, 77864.90556, 8485.48147, 7079.28130
514, 7473.59951, 47856.22434, 8060.86143, 4012.59874
515, 7473.59951, 163755.69030, 9271.17799, 15530.54695
516, 7473.59951, 52987.77035, 8095.06866, 4518.42895
517, 7473.59951, 8871.23074, 7648.13211, 266.04804
518, 7443.32754, 8893.54721, 7655.13980, 263.56190
519, 7443.32754, 9724.13834, 7644.23725, 301.71431
520, 7443.32754, 77523.23113, 8326.52948, 6958.04772
521, 7443.32754, 8585.44035, 7640.69539, 235.97330
522, 7443.32754, 9043.28007, 7642.98532, 304.36049
523, 7443.32754, 8965.84888, 7641.19112, 278.06923
524, 7443.32754, 47299.29552, 8315.79787, 4792.77284
525, 7443.32754, 154323.22304, 9063.78128, 14600.70979
526, 7443.32754, 20718.36657, 7736.89776, 1342.41939
527, 7410.90719, 8486.46865, 7638.62799, 258.55926
528, 7410.90719, 47041.97148, 7986.33461, 3933.18228
529, 7328.27632, 8448.17654, 7598.43869, 243.80808
530, 7328.27632, 8837.60800, 7612.60643, 302.79951
531, 7328.27632, 8463.73070, 7582.86188, 242.08239
532, 7328.27632, 8549.97176, 7570.51997, 225.25021
533, 7328.27632, 8881.83410, 7591.46526, 295.21880
534, 7328.27632, 8973.18710, 7587.89334, 291.10125
535, 7328.27632, 8408.78849, 7550.20372, 271.71014
536, 7328.27632, 8238.00343, 7497.89779, 201.97873
537, 7328.27632, 9163.35952, 7562.32692, 329.03621
538, 7328.27632, 8699.16698, 7537.10489, 303.18186
539, 7328.27632, 8276.77597, 7515.29805, 224.53637
540, 7328.27632, 8698.43475, 7523.24234, 299.49408
541, 7328.27632, 8664.45330, 7512.93110, 290.37399
542, 7328.27632, 123412.04075, 9835.30936, 16121.63494
543, 7328.27632, 8997.41671, 7493.78582, 246.03898
544, 7328.27632, 8554.65442, 7505.93114, 246.02144
545, 7328.27632, 8371.41743, 7480.25303, 238.98367
546, 7317.10705, 8543.12202, 7481.96878, 259.52244
547, 7317.10705, 66068.81890, 8080.18965, 5833.66062
548, 7317.10705, 8276.77597, 7474.69739, 222.22641
549, 7315.04080, 8435.07865, 7493.54620, 266.40294
550, 7315.04080, 9208.57909, 7520.47642, 338.39958
551, 7315.04080, 72756.87827, 8099.96901, 6501.00940
552, 7315.04080, 35041.93173, 7794.23243, 2755.79995
553, 7315.04080, 8853.15148, 7530.52036, 309.89754
554, 7311.23271, 27071.16972, 7724.60691, 1972.63628
555, 7303.87152, 8660.77726, 7503.26592, 297.18645
556, 7303.87152, 8777.24724, 7482.53965, 270.67839
557, 7303.87152, 8439.69288, 7460.20293, 239.89681
558, 7303.87152, 8378.56229, 7442.03694, 221.90944
559, 7294.30684, 8330.53942, 7445.38669, 212.12894
560, 7294.30684, 8707.40665, 7509.66118, 310.54894
561, 7294.30684, 8629.90669, 7478.81705, 310.12985
562, 7294.30684, 8598.91272, 7531.44737, 312.46582
563, 7294.30684, 109494.45493, 8478.66992, 10154.78921
564, 7294.30684, 8604.66394, 7492.71497, 286.77527
565, 7294.30684, 14618.37718, 7526.13420, 749.21124
566, 7294.30684, 8439.66788, 7529.66187, 334.75200
567, 7294.30684, 151480.76973, 8896.15210, 14332.34856
568, 7280.70278, 8450.51853, 7432.92243, 241.46071
569, 7294.30684, 8400.95106, 7445.59558, 234.84288
570, 7294.30684, 8268.03159, 7494.80922, 228.57605
571, 7277.68835, 8400.95106, 7430.51368, 211.79993
572, 7277.68835, 41860.06547, 7804.83832, 3435.70377
573, 7277.68835, 9591.45607, 7461.40750, 324.60704
574, 7277.68835, 44100.76723, 7843.46013, 3655.16894
575, 7210.84664, 10195.64634, 7497.43278, 389.79047
576, 7210.84664, 9169.02101, 7504.46137, 345.67440
577, 7210.84664, 8722.35361, 7495.44899, 328.49765
578, 7210.84664, 8848.82467, 7496.55084, 328.39752
579, 7210.84664, 8358.71527, 7436.39414, 263.63260
580, 7210.84664, 138896.28301, 8753.83956, 13082.77142
581, 7210.84664, 8418.19640, 7431.33545, 289.01946
582, 7210.84664, 8151.39916, 7366.75306, 189.92137
583, 7210.84664, 8415.78375, 7408.96714, 273.37099
584, 7210.84664, 181239.90890, 9114.85280, 17300.74427
585, 7210.84664, 8388.23799, 7362.16165, 219.85264
586, 7207.02755, 9020.65849, 7395.14116, 342.35829
587, 7210.84664, 8259.06149, 7364.47416, 222.45745
588, 7210.84664, 98532.73717, 8312.96729, 9072.99516
589, 7210.84664, 8879.75580, 7411.04151, 302.71223
590, 7210.84664, 8642.86245, 7452.84965, 354.86499
591, 7210.84664, 8760.92133, 7411.43983, 329.60240
592, 7201.06547, 9360.98872, 7395.64797, 349.09458
593, 7201.06547, 23218.24398, 7521.54559, 1592.04471
594, 7210.84664, 28529.58940, 7599.64906, 2117.92158
595, 7210.84664, 8358.64524, 7341.54862, 210.37327
596, 7210.84664, 9161.56044, 7408.82812, 359.33940
597, 7201.98768, 37964.59953, 7721.02564, 3054.65150
598, 7205.14317, 89260.58223, 8306.04936, 8145.92309
599, 7205.14317, 8567.34264, 7412.32687, 297.94171
600, 7205.14317, 8403.75997, 7397.57655, 280.88421
601, 7205.14317, 34448.56242, 7621.00838, 2706.43947
602, 7205.14317, 8951.46743, 7408.16561, 332.60668
603, 7205.14317, 8317.49086, 7349.03099, 232.28865
604, 7205.14317, 8491.80496, 7377.89562, 242.16197
605, 7205.14317, 89538.87607, 8713.79498, 8862.78237
606, 7205.14317, 107303.58871, 9110.82289, 11764.96169
607, 7205.14317, 8191.68918, 7400.68774, 261.65848
608, 7205.14317, 8311.78739, 7368.09304, 231.82984
609, 7205.14317, 128982.84568, 8627.89487, 12099.90215
610, 7205.14317, 179632.27581, 9091.03825, 17141.93684
611, 7205.14317, 8445.22045, 7424.96651, 289.59561
612, 7205.14317, 8211.66044, 7387.05585, 241.75203
613, 7205.14317, 8382.59723, 7430.07371, 303.36412
614, 7205.14317, 8380.85762, 7372.59325, 244.67399
615, 7205.14317, 8544.72082, 7383.61901, 239.19223
616, 7205.14317, 9016.06196, 7398.88433, 277.67216
617, 7205.14317, 8775.65383, 7414.62225, 332.40520
618, 7205.14317, 108131.77309, 8387.70747, 10027.32532
619, 7205.14317, 14698.83061, 7492.53948, 791.99181
620, 7205.14317, 8146.03789, 7351.27574, 209.84596
621, 7205.14317, 23166.21071, 7517.83771, 1595.87443
622, 7205.14317, 8400.55862, 7364.35894, 262.16759
623, 7205.14317, 8586.67127, 7417.11942, 297.15261
624, 7202.46911, 8455.17795, 7396.03132, 266.48995
625, 7202.46911, 8360.29690, 7365.04367, 234.38579
626, 7202.46911, 9047.78097, 7394.51224, 328.32861
627, 7202.46911, 8216.07375, 7351.96803, 208.14071
628, 7202.46911, 8973.55730, 7395.19607, 314.81906
629, 7185.27427, 52265.70763, 7802.95309, 4478.35215
630, 7202.46911, 52265.70763, 7808.46113, 4475.84679
631, 7196.23120, 8438.85658, 7356.54817, 283.23429
632, 7196.23120, 8806.15148, 7461.57167, 314.34734
633, 7196.23120, 96474.96623, 8264.79396, 8868.55955
634, 7196.23120, 8629.53648, 7416.04656, 311.81826
635, 7196.23120, 8901.86703, 7387.15358, 301.77047
636, 7196.23120, 8451.85293, 7384.44756, 282.66942
637, 7196.23120, 109423.69248, 8400.80104, 10156.88132
638, 7195.89669, 8237.07617, 7325.67552, 200.19689
639, 7195.89669, 8677.30145, 7359.14419, 261.01251
640, 7195.89669, 8311.68948, 7387.05603, 239.75778
641, 7195.89669, 8351.26347, 7366.86170, 247.95203
642, 7195.89669, 178554.71448, 9077.75402, 17034.79877
643, 7195.89669, 9038.86899, 7372.87993, 322.30701
644, 7195.89669, 8885.24985, 7391.45419, 302.93125
645, 7195.89669, 104276.15458, 8360.23043, 9645.56216
646, 7195.89669, 8466.84942, 7355.10845, 278.34207
647, 7195.89669, 8463.12015, 7382.31965, 290.63718
648, 7195.89669, 9076.91378, 7385.42103, 339.85697
649, 7195.89669, 8380.77203, 7357.81721, 256.33059
650, 7195.89669, 8686.85916, 7376.05839, 278.11572
651, 7195.89669, 8816.18744, 7372.75282, 301.25913
652, 7195.89669, 27048.67747, 7574.43783, 1983.09102
653, 7195.89669, 8223.00322, 7368.26885, 261.47418
654, 7195.89669, 8846.95754, 7420.90852, 325.45891
655, 7189.24773, 73045.34725, 8060.19811, 6538.20684
656, 7189.24773, 8912.99047, 7382.50123, 315.31721
657, 7189.24773, 9201.65569, 7356.22412, 341.38773
658, 7189.24773, 42290.45207, 7644.95104, 3486.60057
659, 7189.24773, 8141.11423, 7327.45927, 213.66055
660, 7189.24773, 7858.46368, 7287.57352, 161.66392
661, 7189.24773, 8729.94964, 7321.15635, 253.12633
662, 7189.24773, 9005.35323, 7393.93323, 325.62784
663, 7189.24773, 72009.64092, 8014.34765, 6435.98976
664, 7189.24773, 53589.26512, 7829.83086, 4606.37691
665, 7189.24773, 73373.18505, 8633.94746, 8173.25959
666, 7189.24773, 8489.05796, 7412.17452, 295.06149
667, 7184.43627, 8351.61045, 7354.79909, 215.98465
668, 7184.43627, 8675.38855, 7352.59331, 250.37049
669, 7184.43627, 8316.30704, 7356.82113, 242.60565
670, 7184.43627, 27120.94980, 7490.13285, 1983.23447
671, 7184.43627, 53589.26512, 7804.82407, 4607.50707
672, 7164.45885, 8342.18096, 7328.29260, 237.35675
673, 7164.45885, 27959.08625, 7552.90480, 2072.71151
674, 7164.45885, 8382.47205, 7363.47249, 250.87346
675, 7164.45885, 8832.49049, 7370.41687, 322.74782
676, 7164.45885, 30820.84755, 7595.34534, 2349.84818
677, 7164.45885, 8013.16282, 7278.21412, 159.59470
678, 7164.45885, 8672.84227, 7349.46587, 326.33300
679, 7164.45885, 9281.19042, 7329.03951, 263.56522
680, 7164.45885, 8626.21336, 7340.91782, 290.97911
681, 7164.45885, 8224.18175, 7288.83728, 189.76514
682, 7164.45885, 22531.55260, 7465.68006, 1533.78584
683, 7164.45885, 13388.09644, 7390.49151, 674.95469
684, 7164.45885, 8342.08244, 7360.56479, 280.02980
685, 7164.45885, 96512.50542, 8294.11484, 8871.98655
686, 7164.45885, 8516.39027, 7349.40632, 257.02472
687, 7164.45885, 125551.51045, 8501.82624, 11767.04722
688, 7164.45885, 75941.79209, 8611.00094, 8596.62259
689, 7164.45885, 8342.08244, 7355.63791, 279.48921
690, 7154.82307, 28652.61408, 7592.99947, 2135.76583
691, 7154.82307, 8096.66595, 7321.68703, 212.51252
692, 7154.82307, 9306.70990, 7433.44207, 418.31564
693, 7154.82307, 8732.06777, 7337.69643, 272.36611
694, 7154.82307, 125551.51045, 8844.60186, 11979.08451
695, 7154.82307, 8630.38851, 7317.02842, 242.69667
696, 7154.82307, 124288.11351, 8491.28003, 11642.46868
697, 7154.82307, 75941.79209, 8021.89486, 6831.24729
698, 7154.82307, 8903.54878, 7346.44885, 292.04529
699, 7154.82307, 7755.16625, 7264.96012, 154.90978
700, 7154.82307, 170935.17029, 8948.21204, 16284.52689
701, 7145.50468, 70275.56129, 7922.39531, 6270.30445
702, 7154.82307, 8389.85406, 7304.25984, 213.14404
703, 7154.82307, 8359.22657, 7295.28496, 243.87587
704, 7154.82307, 168698.73615, 10125.16567, 18069.00753
705, 7133.78449, 8710.63872, 7326.64108, 240.58294
706, 7133.78449, 8622.85186, 7355.77992, 309.82853
707, 7133.78449, 8422.04653, 7303.68497, 253.50515
708, 7133.78449, 8332.44666, 7317.37987, 247.31485
709, 7133.78449, 22678.96727, 7497.37675, 1553.25925
710, 7133.78449, 8332.44666, 7338.43769, 251.24776
711, 7133.78449, 8445.29562, 7297.24386, 245.81892
712, 7133.78449, 8542.36983, 7269.46107, 222.89388
713, 7133.78449, 11997.91717, 7332.16562, 538.55531
714, 7133.78449, 75553.61117, 7988.06397, 6796.28484
715, 7133.78449, 8321.54854, 7301.56905, 260.67735
716, 7130.85225, 9036.25502, 7286.54918, 293.96848
717, 7133.78449, 8459.58730, 7276.11004, 266.63630
718, 7133.78449, 94854.10202, 8211.54831, 8713.38092
719, 7133.78449, 8615.14142, 7346.47021, 285.01161
720, 7133.78449, 18955.67531, 7428.81391, 1192.01102
721, 7133.78449, 8520.51853, 7322.88030, 292.58993
722, 7133.78449, 8731.57154, 7331.53422, 284.74646
723, 7133.78449, 8311.40808, 7290.51431, 229.75359
724, 7113.73596, 113416.10488, 8338.81965, 10562.72081
725, 7133.78449, 8337.78981, 7321.41233, 268.27172
726, 7133.78449, 22494.60794, 7530.08725, 1591.12754
727, 7133.78449, 8369.95771, 7284.30968, 249.74330
728, 7133.78449, 99254.12846, 8266.42237, 9150.12221
729, 7133.78449, 12625.58303, 7363.63425, 615.08482
730, 7131.45121, 91769.49058, 8136.10242, 8409.46552
731, 7131.45121, 127825.67199, 8525.82107, 11994.36526
732, 7124.46609, 148582.04971, 8720.38382, 14058.76206
733, 7124.46609, 8232.48052, 7299.62754, 260.68640
734, 7124.46609, 76214.61351, 7993.07880, 6860.36529
735, 7124.46609, 8369.96987, 7307.65336, 241.12362
736, 7124.46609, 8539.19872, 7317.07261, 297.47917
737, 7122.13281, 8129.88746, 7285.65201, 213.55021
738, 7122.13281, 8311.40808, 7271.43393, 213.83934
739, 7122.13281, 58045.27500, 7785.05572, 5055.98438
740, 7122.13281, 8430.36484, 7270.50123, 230.76854
741, 7122.13281, 8309.07480, 7261.86974, 242.78202
742, 7122.13281, 8426.21750, 7256.84293, 235.47480
743, 7122.13281, 122707.40272, 8406.05769, 11489.12889
744, 7122.13281, 8514.00926, 7318.71387, 254.91281
745, 7122.13281, 40648.08077, 7671.74156, 3328.32789
746, 7122.13281, 8425.76590, 7287.26713, 250.47245
747, 7122.13281, 8642.48990, 7301.73510, 254.46481
748, 7106.27860, 8545.62252, 7340.25712, 301.98991
749, 7106.27860, 8419.63511, 7330.85076, 312.67059
750, 7106.27860, 8449.59359, 7296.57750, 262.75388
751, 7106.27860, 70692.26321, 7913.98415, 6314.65992
752, 7106.27860, 125997.76224, 9423.62163, 15104.95240
753, 7106.27860, 8648.33762, 7269.66869, 244.28449
754, 7106.27860, 8589.55781, 7294.80854, 275.22616
755, 7106.27860, 8297.39145, 7295.26485, 227.96723
756, 7106.27860, 32812.35558, 7546.80637, 2554.23421
757, 7106.27860, 9376.20460, 7275.93295, 338.64080
758, 7106.27860, 8390.69518, 7303.04913, 300.10813
759, 7106.27860, 8874.69273, 7293.69477, 289.51222
760, 7106.27860, 43415.47939, 7639.65054, 3608.42764
761, 7106.27860, 8553.09010, 7278.06009, 267.47134
762, 7106.27860, 8383.56880, 7353.70786, 327.19299
763, 7106.27860, 9244.34429, 7372.75289, 384.32112
764, 7106.27860, 8415.25973, 7338.02893, 312.80718
765, 7106.27860, 8564.88319, 7299.30357, 276.76042
766, 7087.23611, 9150.00818, 7315.74179, 359.50088
767, 7087.23611, 8021.38610, 7281.11976, 224.34499
768, 7087.23611, 8588.75733, 7279.52751, 266.40251
769, 7087.23611, 58688.11356, 7816.98534, 5124.96127
770, 7087.23611, 8730.33337, 7250.27995, 268.22310
771, 7087.23611, 133573.23976, 8562.60848, 12568.00261
772, 7087.23611, 8375.60110, 7269.05875, 286.46539
773, 7087.23611, 8437.04036, 7292.35144, 289.29036
774, 7087.23611, 8639.30009, 7260.14448, 263.42702
775, 7087.23611, 103364.91722, 8205.97558, 9566.09301
776, 7087.23611, 32777.45889, 7522.92104, 2551.52725
777, 7087.23611, 8951.74849, 7258.24650, 332.10166
778, 7087.23611, 8778.37031, 7232.89639, 261.64409
779, 7087.23611, 8662.23088, 7294.35121, 311.51659
780, 7074.63042, 8737.80365, 7297.99241, 369.41742
781, 7074.63042, 8109.22208, 7242.97440, 223.81096
782, 7084.95556, 7937.98859, 7225.14142, 190.16404
783, 7084.95556, 8135.27559, 7294.07310, 265.88384
784, 7084.95556, 8220.14015, 7229.92022, 198.43495
785, 7084.95556, 8713.02291, 7235.77641, 263.18063
786, 7084.95556, 7823.89502, 7247.08678, 207.04447
787, 7084.95556, 8526.53927, 7259.51715, 270.67577
788, 7084.95556, 7947.00100, 7227.50524, 204.47628
789, 7084.95556, 8907.26838, 7247.32073, 265.94998
790, 7084.95556, 91424.87359, 8139.16693, 8375.77168
791, 7084.95556, 8377.36953, 7293.75796, 287.60419
792, 7084.95556, 8522.16993, 7266.94269, 294.93890
793, 7084.95556, 8395.83456, 7219.65916, 260.74188
794, 7084.95556, 94442.76924, 8792.14511, 10600.92796
795, 7084.95556, 114189.95888, 8380.34522, 10638.84902
796, 7084.95556, 8285.91697, 7235.05087, 236.17714
797, 7084.95556, 8103.33678, 7223.81842, 214.88097
798, 7084.95556, 8663.53240, 7294.61621, 316.68970
799, 7084.95556, 17990.57515, 7377.04640, 1098.83655
800, 7084.95556, 8112.06208, 7240.86364, 227.18241
801, 7084.95556, 8685.81047, 7289.58883, 319.87682
802, 7084.95556, 8683.83399, 7266.26452, 297.11426
803, 7084.95556, 70667.93110, 7918.65134, 6332.00276
804, 7084.95556, 168245.75678, 8892.54066, 16017.36097
805, 7084.95556, 8385.27255, 7275.64818, 280.66771
806, 7084.95556, 79318.01595, 7965.30504, 7174.96556
807, 7084.95556, 22437.50267, 7421.87976, 1531.97955
808, 7084.95556, 8855.60019, 7265.55249, 334.09299
809, 7072.34986, 91863.86258, 8367.51422, 8756.79859
810, 7072.34986, 7913.51191, 7209.24413, 184.41593
811, 7072.34986, 168245.75678, 8890.29352, 16020.25596
812, 7072.34986, 22224.67947, 7386.46111, 1511.55139
813, 7072.34986, 8143.01868, 7299.24138, 280.74416
814, 7072.34986, 8646.49009, 7263.40220, 289.82005
815, 7072.34986, 8493.69190, 7266.65807, 274.27984
816, 7072.34986, 8436.25414, 7222.44029, 238.54736
817, 7072.34986, 8402.71769, 7246.63275, 279.30651
818, 7072.34986, 8116.52591, 7195.32687, 213.68501
819, 7072.34986, 69441.40527, 7835.12675, 6195.53777
820, 7072.34986, 8844.37461, 7275.24923, 323.33389
821, 7072.34986, 8623.53510, 7284.23665, 306.89052
822, 7072.34986, 8485.27291, 7264.21680, 263.22007
823, 7072.34986, 8475.85045, 7262.18079, 274.96799
824, 7072.34986, 8248.06221, 7232.00295, 227.01389
825, 7072.34986, 8576.24988, 7270.06552, 289.21011
826, 7072.34986, 8378.71761, 7309.69264, 319.40370
827, 7072.34986, 8358.13923, 7279.94379, 297.63885
828, 7072.34986, 8874.73798, 7352.96457, 405.89627
829, 7072.34986, 8236.92136, 7204.84644, 224.14112
830, 7072.34986, 8458.51989, 7200.77446, 224.97492
831, 7065.73177, 172231.66383, 8894.10692, 16418.57686
832, 7065.73177, 8163.82458, 7201.22139, 211.27658
833, 7065.18090, 8207.46716, 7232.44840, 264.09685
834, 7065.18090, 8477.79221, 7256.65782, 265.37134
835, 7065.18090, 7931.37648, 7217.46426, 195.77132
836, 7058.56280, 8414.98514, 7259.69057, 322.91060
837, 7058.56280, 8092.56951, 7217.00051, 237.33865
838, 7058.56280, 8109.90782, 7221.24038, 228.08541
839, 7058.56280, 8877.74599, 7239.97876, 309.83600
840, 7058.56280, 8034.46073, 7196.85753, 203.27345
841, 7058.56280, 8448.97050, 7254.17817, 280.46844
842, 7058.56280, 8513.94759, 7272.73925, 328.33495
843, 7058.56280, 8252.68653, 7212.81345, 267.53789
844, 7058.56280, 8452.93913, 7255.10785, 299.97806
845, 7057.02426, 8668.72560, 7311.75650, 343.45265
846, 7057.02426, 7967.53199, 7184.03763, 204.94895
847, 7057.02426, 22089.26742, 7414.02575, 1507.37339
848, 7057.02426, 9106.19557, 7262.75392, 353.93321
849, 7049.80692, 134829.96491, 8488.93362, 12699.56509
850, 7049.80692, 127721.83492, 8453.91205, 11990.22433
851, 7049.80692, 74636.45277, 7911.01377, 6710.77853
852, 7049.80692, 81177.58671, 8011.40174, 7361.57198
853, 7048.26838, 69163.38665, 7829.68870, 6168.99486
854, 7048.26838, 8707.48053, 7243.26421, 295.79484
855, 7048.26838, 8315.58414, 7232.64381, 269.76226
856, 7048.26838, 8904.06292, 7246.34196, 313.29439
857, 7048.26838, 8449.96633, 7196.83203, 287.70236
858, 7048.26838, 8458.79870, 7211.15262, 272.72615
859, 7048.26838, 84609.07383, 7980.14137, 7705.52954
860, 7048.26838, 8175.53877, 7206.19343, 244.24030
861, 7048.26838, 8291.98053, 7211.40386, 276.87466
862, 7048.26838, 8662.78452, 7255.04119, 359.55259
863, 7022.76970, 14672.60227, 7359.89393, 822.73086
864, 7022.76970, 92000.20125, 8291.43208, 8706.77945
865, 7022.76970, 8982.68737, 7236.22925, 331.14174
866, 7022.76970, 135218.16452, 8479.02145, 12740.14888
867, 7022.76970, 8261.46259, 7218.25003, 256.76535
868, 7022.76970, 29726.37770, 7612.27670, 2933.13185
869, 7022.76970, 119636.04035, 8332.35974, 11190.15443
870, 7022.76970, 7851.16627, 7156.55135, 176.14695
871, 7022.76970, 8569.58512, 7145.45452, 229.05655
872, 7022.76970, 8385.77794, 7166.24219, 278.94996
873, 7022.76970, 8573.95493, 7176.85163, 286.89794
874, 7022.76970, 8352.83945, 7211.87705, 297.15095
875, 7022.76970, 111806.65903, 8215.57840, 10413.90774
876, 7022.76970, 9291.25125, 7198.15850, 308.05996
877, 7022.76970, 8355.93157, 7229.90813, 286.74506
878, 7022.76970, 38452.40745, 7536.33613, 3123.55902
879, 7022.76970, 111171.41474, 8256.78817, 10347.22574
880, 7022.76970, 13838.27775, 7264.81742, 734.74982
881, 7022.76970, 72396.68655, 7814.78208, 6494.64654
882, 7022.76970, 8838.87519, 7211.67880, 314.79186
883, 7022.76970, 8527.19694, 7252.38915, 320.49594
884, 7022.76970, 92048.85794, 8052.08090, 8445.24251
885, 7022.76970, 8348.40415, 7205.52343, 282.95072
886, 7022.76970, 92048.85794, 8069.14459, 8445.42957
887, 7022.76970, 17757.51736, 7317.82020, 1080.85365
888, 7022.76970, 7961.21388, 7162.76780, 188.32030
889, 7022.76970, 8887.00347, 7192.30538, 301.42776
890, 7022.76970, 8299.98975, 7126.23239, 209.55401
891, 7022.76970, 8202.72995, 7204.77964, 301.26210
892, 7022.76970, 142736.82149, 8532.80792, 13491.52583
893, 7021.44236, 35223.35755, 7504.27622, 2802.68522
894, 7021.44236, 8010.12118, 7163.33966, 220.86650
895, 7022.76970, 160765.21730, 8874.92011, 15337.17149
896, 7022.76970, 8458.80490, 7204.28768, 292.33038
897, 7022.76970, 7961.21388, 7174.76474, 214.20180
898, 7022.76970, 8253.49176, 7206.95360, 256.28344
899, 7022.76970, 8147.78374, 7176.02854, 226.46138
900, 7022.76970, 8049.87622, 7165.27107, 237.88424
901, 7022.76970, 8238.93584, 7181.78894, 237.19674
902, 7022.76970, 84675.76606, 7954.11588, 7715.73506
903, 7022.76970, 8081.54647, 7152.03471, 219.14249
904, 7022.76970, 8569.58512, 7190.44918, 309.71162
905, 7022.76970, 8201.98761, 7143.83150, 228.23224
906, 7022.76970, 65156.94286, 7738.93574, 5774.19019
907, 7022.76970, 8556.61701, 7237.84430, 322.41325
908, 7022.76970, 11647.08107, 7239.64329, 518.18645
909, 7022.76970, 8616.26288, 7232.60146, 320.21248
910, 7022.76970, 8189.55463, 7196.75501, 269.51300
911, 7022.76970, 9037.88112, 7226.16176, 334.72555
912, 7022.76970, 8257.76757, 7196.68496, 269.67623
913, 7022.76970, 8567.50541, 7207.00805, 285.52459
914, 7022.76970, 8649.48925, 7214.74610, 297.83442
915, 7022.76970, 14220.62944, 7285.38997, 749.29272
916, 7022.76970, 8553.21569, 7181.93628, 281.90061
917, 7022.76970, 9841.18802, 7219.73671, 366.06268
918, 7022.76970, 8767.00777, 7285.83323, 350.06839
919, 7022.76970, 29167.51116, 7475.71161, 2458.61490
920, 7022.76970, 8463.05077, 7186.60943, 285.09487
921, 7022.76970, 8506.47320, 7217.69746, 342.69398
922, 7022.76970, 8307.82957, 7187.37108, 268.18714
923, 7022.76970, 8485.97810, 7196.70437, 252.87437
924, 7022.76970, 8328.66331, 7221.90284, 319.67269
925, 7022.76970, 7925.31324, 7196.73944, 240.25944
926, 7022.76970, 7885.25604, 7104.34999, 164.34461
927, 7021.72824, 7887.07893, 7165.74354, 223.62779
928, 7021.72824, 8231.85599, 7156.78693, 241.55183
929, 7021.72824, 7951.74094, 7147.24624, 204.22022
930, 7021.72824, 8546.34516, 7236.04513, 334.55349
931, 7021.72824, 8630.69255, 7201.31502, 268.55323
932, 7021.72824, 8725.51849, 7261.16428, 387.15313
933, 7021.72824, 9084.94564, 7233.21896, 323.01964
934, 7013.13250, 151292.77755, 8599.57771, 14343.52498
935, 7012.09104, 8741.06041, 7175.85944, 263.25638
936, 7012.09104, 8416.12213, 7186.44135, 283.26815
