g, min, max, mean, std
2758, 22309.05881, 35031.08416, 23799.50741, 2673.36747
2759, 22309.05881, 268312.84949, 26493.40976, 24501.62762
2760, 22309.05881, 204487.41690, 25517.38187, 18206.60028
2761, 22309.05881, 110311.41086, 25065.01434, 9204.45766
2762, 22309.05881, 32456.32375, 23830.45647, 2490.39614
2763, 22309.05881, 33697.52413, 23211.13117, 2057.20378
2764, 22309.05881, 292571.90863, 26504.73733, 26928.55789
2765, 22309.05881, 321358.44640, 27552.19494, 32070.90633
2766, 22309.05881, 81487.29559, 24088.84613, 6266.74407
2767, 22309.05881, 32960.04700, 23704.77943, 2495.11463
2768, 22309.05881, 33881.14201, 23558.38174, 2869.95322
2769, 22309.05881, 500814.35573, 28718.71324, 47528.31350
2770, 22309.05881, 38794.57883, 23611.96705, 2738.11227
2771, 22309.05881, 33881.14201, 23602.16010, 2590.94432
2772, 22309.05881, 35656.44141, 24126.67118, 2993.40610
2773, 22309.05881, 37607.55376, 23621.62102, 2913.53294
2774, 22309.05881, 62800.03884, 24006.82340, 4767.07569
2775, 22309.05881, 36077.86142, 23858.22818, 3045.85088
2776, 22309.05881, 36022.32788, 23614.20517, 2971.08839
2777, 22309.05881, 31194.89233, 23165.38106, 1922.31279
2778, 22309.05881, 33881.14201, 23995.17090, 3207.89745
2779, 22309.05881, 33881.14201, 23259.24020, 2149.58612
2780, 22309.05881, 32735.70614, 23422.24170, 2416.88540
2781, 22309.05881, 67229.78293, 24106.96494, 5047.17973
2782, 22309.05881, 30428.63728, 23172.77958, 1785.13099
2783, 22309.05881, 31937.23669, 23665.54679, 2565.75794
2784, 22309.05881, 35303.21136, 23211.20383, 2157.03104
2785, 22309.05881, 56659.40231, 24035.22684, 4237.05814
2786, 22309.05881, 33881.14201, 23713.69582, 2705.16902
2787, 22309.05881, 34687.87141, 23555.25978, 2576.40266
2788, 22309.05881, 85302.50500, 24649.43465, 6709.54393
2789, 22309.05881, 262339.82171, 26242.88474, 24043.85392
2790, 22309.05881, 36040.14975, 24116.30829, 3156.14591
2791, 22309.05881, 37402.92341, 23596.91720, 2794.55273
2792, 22309.05881, 96279.47650, 24301.31562, 7602.86556
2793, 22309.05881, 485599.03845, 27800.39330, 46051.83156
2794, 22309.05881, 33881.14201, 23582.58939, 2329.62325
2795, 22309.05881, 49019.07916, 23928.18982, 3760.06811
2796, 22309.05881, 453873.38857, 27531.73001, 42905.13644
2797, 22309.05881, 38885.44672, 23411.18685, 2645.00567
2798, 22309.05881, 30992.31007, 23183.45451, 1776.55500
2799, 22309.05881, 36930.95200, 23679.31109, 2732.04870
2800, 22309.05881, 34034.10764, 23669.04929, 2577.81791
2801, 22309.05881, 33824.11375, 23323.98591, 2300.97015
2802, 22309.05881, 408684.74010, 32566.82543, 51192.66046
2803, 22309.05881, 32735.70614, 23706.08800, 2680.20244
2804, 22309.05881, 38316.32604, 23218.75142, 2558.46294
2805, 22309.05881, 31402.98340, 23170.75700, 1880.81950
2806, 22309.05881, 141188.43330, 24581.04933, 11921.93819
2807, 22309.05881, 36040.14975, 23376.67606, 2252.26543
2808, 22309.05881, 34403.16656, 23917.99486, 2897.84345
2809, 22309.05881, 33881.14201, 23233.15006, 2076.25707
2810, 22309.05881, 38070.20015, 23768.29329, 3109.36818
2811, 22309.05881, 32735.70614, 23679.61981, 2496.91808
2812, 22309.05881, 74297.08888, 23988.72207, 5559.09764
2813, 22309.05881, 33881.14201, 23267.09336, 2350.55236
2814, 22309.05881, 38729.50405, 24152.65496, 3194.29878
2815, 22309.05881, 36381.85561, 23862.40203, 2843.82965
2816, 22309.05881, 34933.78700, 23727.63073, 2760.98109
2817, 22309.05881, 32507.39677, 23482.18428, 2229.77844
2818, 22309.05881, 36398.04084, 23751.46243, 2857.46889
2819, 22309.05881, 321234.23713, 26646.98508, 29725.86489
2820, 22267.04077, 36619.98921, 23733.30363, 2957.32134
2821, 22267.04077, 32875.32581, 23144.40704, 2110.72297
2822, 22267.04077, 38734.10673, 23610.15634, 3114.48094
2823, 22267.04077, 129287.90983, 24568.53633, 10815.87555
2824, 22267.04077, 34340.03786, 23707.67764, 2624.03932
2825, 22267.04077, 33881.14201, 23248.56374, 2101.26058
2826, 22267.04077, 398541.19892, 27713.54792, 37573.55696
2827, 22267.04077, 508869.12976, 28394.42668, 48365.97215
2828, 22267.04077, 31249.62581, 23536.60619, 2285.80325
2829, 22267.04077, 35761.40673, 23693.52242, 2773.13437
2830, 22267.04077, 30701.00721, 23020.48193, 1622.38160
2831, 22267.04077, 34702.33916, 23540.94232, 2727.76218
2832, 22267.04077, 204445.39887, 26043.09924, 20587.72065
2833, 22267.04077, 129106.27212, 24415.68692, 10729.19980
2834, 22267.04077, 35477.08191, 23509.91907, 2794.34318
2835, 22267.04077, 32690.09246, 23474.92877, 2162.35488
2836, 22267.04077, 33840.42104, 23391.82100, 2462.92533
2837, 22267.04077, 33650.54937, 23546.50041, 2214.31788
2838, 22267.04077, 33840.42104, 23759.27839, 2719.51586
2839, 22267.04077, 37608.90799, 23788.80539, 2894.38003
2840, 22267.04077, 362805.00614, 26988.18069, 33861.14514
2841, 22267.04077, 41124.05890, 24127.75743, 3515.10455
2842, 22267.04077, 34186.12806, 23717.04930, 2629.02802
2843, 22267.04077, 37463.51484, 24074.03593, 3169.73399
2844, 22267.04077, 38545.55602, 24047.13898, 3418.63970
2845, 22267.04077, 34394.41191, 23576.93334, 2411.16289
2846, 22243.20514, 346650.12390, 29662.59294, 40197.19599
2847, 22243.20514, 40235.38443, 24026.32063, 3322.45174
2848, 22243.20514, 191750.03055, 25442.56252, 16936.73047
2849, 22243.20514, 38300.24286, 23659.17876, 3026.11205
2850, 22243.20514, 34459.88426, 23714.37275, 2716.83429
2851, 22243.20514, 35593.92054, 23707.62537, 2754.77916
2852, 22243.20514, 40891.90293, 24406.50704, 3902.93874
2853, 22243.20514, 178102.90225, 25348.15218, 15567.97301
2854, 22243.20514, 33307.77001, 23642.81454, 2568.64974
2855, 22243.20514, 34928.06380, 23563.94113, 2507.30549
2856, 22243.20514, 33822.15254, 23808.62208, 2736.14326
2857, 22243.20514, 34028.89628, 23575.44063, 2808.32956
2858, 22243.20514, 38249.33652, 23243.93626, 2450.39872
2859, 22243.20514, 33822.15254, 23458.56442, 2659.34574
2860, 22243.20514, 32693.92055, 23365.52087, 2333.66314
2861, 22243.20514, 64031.51422, 23561.61655, 4650.13550
2862, 22243.20514, 40066.56261, 23861.62772, 3501.23284
2863, 22243.20514, 298188.79252, 26176.35310, 27444.80784
2864, 22243.20514, 39977.25018, 23559.33476, 3023.27924
2865, 22243.20514, 33822.15254, 24093.19229, 3350.93738
2866, 22243.20514, 36411.38106, 23448.91771, 2652.29440
2867, 22243.20514, 38243.76427, 23349.57312, 2512.40681
2868, 22243.20514, 355694.20442, 29328.67353, 41401.96876
2869, 22243.20514, 35799.97161, 23419.41502, 2456.67360
2870, 22243.20514, 31098.59457, 23331.37360, 2280.05815
2871, 22243.20514, 35889.85051, 23525.85033, 2415.94107
2872, 22243.20514, 80793.63419, 24316.16850, 6356.92213
2873, 22243.20514, 136164.80254, 25651.09021, 12836.91804
2874, 22243.20514, 31690.60077, 23660.18454, 2466.69346
2875, 22243.20514, 355694.20442, 26978.61853, 33152.74727
2876, 22243.20514, 38405.63268, 23872.01557, 3248.59781
2877, 22243.20514, 482033.18036, 28145.32063, 45689.08585
2878, 22243.20514, 42430.91946, 23716.36559, 3289.46840
2879, 22243.20514, 40075.97815, 23474.16255, 2721.05640
2880, 22243.20514, 164252.87616, 25304.41987, 14249.79768
2881, 22243.20514, 292452.85803, 25876.02902, 26897.35384
2882, 22243.20514, 33822.15254, 23690.39015, 2645.62684
2883, 22243.20514, 32724.52513, 23930.10620, 2864.98533
2884, 22243.20514, 32862.34235, 23487.29236, 2416.91567
2885, 22243.20514, 33822.15254, 23841.50040, 2989.69588
2886, 22243.20514, 482033.18036, 28490.43411, 45687.76228
2887, 22243.20514, 35008.26508, 23846.06436, 2883.00606
2888, 22243.20514, 33822.15254, 23816.87358, 2947.58481
2889, 22243.20514, 33822.15254, 23613.91751, 2515.07353
2890, 22243.20514, 460341.10354, 28375.65087, 43527.45185
2891, 22243.20514, 32284.21776, 23515.83636, 2388.23996
2892, 22243.20514, 33822.15254, 23519.21992, 2606.73597
2893, 22243.20514, 41480.16635, 23571.67471, 3028.45202
2894, 22243.20514, 34053.16413, 23869.18531, 3034.76696
2895, 22243.20514, 34579.66026, 23277.11995, 2320.87246
2896, 22243.20514, 32693.92055, 23290.36232, 2114.23279
2897, 22243.20514, 43214.04832, 23869.76803, 3452.85854
2898, 22243.20514, 34341.95512, 23010.97987, 2033.09831
2899, 22243.20514, 34809.01062, 23801.57133, 3171.25131
2900, 22243.20514, 36173.56100, 23499.04629, 2701.69885
2901, 22243.20514, 435548.05557, 27851.83570, 41069.41726
2902, 22243.20514, 33822.15254, 23555.15772, 2655.79516
2903, 22243.20514, 36865.09833, 23509.83613, 2964.54844
2904, 22243.20514, 32693.92055, 23224.52374, 2126.36712
2905, 22243.20514, 33744.11411, 23079.53089, 2120.16277
2906, 22243.20514, 34175.19460, 23273.13275, 1921.32503
2907, 22243.20514, 509333.11890, 32014.13513, 53863.24298
2908, 22243.20514, 33822.15254, 23335.69110, 2401.18288
2909, 22243.20514, 35250.63540, 23689.29908, 2573.98422
2910, 22243.20514, 33822.15254, 23588.25073, 2826.63081
2911, 22243.20514, 33822.15254, 23757.01349, 2456.69753
2912, 22243.20514, 36628.01528, 24095.87203, 3330.23429
2913, 22243.20514, 470791.81895, 31404.72194, 55215.97198
2914, 22243.20514, 34448.34605, 24132.59966, 2896.73537
2915, 22243.20514, 381868.83969, 27429.46893, 35731.31044
2916, 22243.20514, 36563.54850, 23921.18079, 3125.97856
2917, 22243.20514, 178757.26293, 25732.88936, 15748.00292
2918, 22243.20514, 37986.70764, 23947.56517, 3324.22437
2919, 22243.20514, 36246.34742, 23300.34405, 2317.31024
2920, 22243.20514, 39444.60234, 24261.84877, 3527.35482
2921, 22243.20514, 44860.49249, 23510.19116, 3208.27322
2922, 22243.20514, 32693.92055, 23451.17257, 2375.29978
2923, 22243.20514, 33822.15254, 23439.69341, 2446.63954
2924, 22243.20514, 32465.61119, 23204.86562, 2212.60319
2925, 22243.20514, 36038.90480, 23677.27037, 2827.36097
2926, 22243.20514, 33822.15254, 23371.40206, 2335.53567
2927, 22243.20514, 44795.83583, 23881.70504, 3630.62611
2928, 22243.20514, 35095.59986, 24136.95282, 3260.82785
2929, 22243.20514, 43502.37285, 23597.98337, 3137.18766
2930, 22243.20514, 33822.15254, 23849.25017, 2965.82018
2931, 22243.20514, 33266.83196, 23586.79516, 2585.42178
2932, 22243.20514, 39358.23031, 24162.59619, 3559.32361
2933, 22243.20514, 35470.05661, 23728.22555, 2598.85470
2934, 22243.20514, 468775.06998, 28432.57619, 44343.96624
2935, 22243.20514, 37681.76753, 23414.38828, 2477.75736
2936, 22243.20514, 33822.15254, 23538.12623, 2618.46317
2937, 22243.20514, 33822.15254, 23207.94500, 2373.52679
2938, 22243.20514, 33822.15254, 23208.20214, 2221.59133
2939, 22243.20514, 291994.43882, 26277.13591, 26852.91453
2940, 22243.20514, 33822.15254, 23361.41489, 2406.75771
2941, 22243.20514, 321646.48174, 26095.90010, 29804.41521
2942, 22243.20514, 36227.39257, 23254.29739, 2195.25411
2943, 22243.20514, 26008.82040, 22675.83909, 820.28804
2944, 22243.20514, 32424.69673, 23341.42850, 2213.22991
2945, 22243.20514, 444763.03596, 27613.76759, 41986.85637
2946, 22243.20514, 345975.37748, 26557.51313, 32167.48308
2947, 22243.20514, 35981.16027, 23715.14570, 2885.90042
2948, 22243.20514, 31827.99344, 23588.15471, 2310.57337
2949, 22243.20514, 36299.77938, 23785.26670, 3009.69928
2950, 22243.20514, 37613.44831, 23785.45034, 3010.72890
2951, 22243.20514, 225185.16101, 25127.16743, 20239.24174
2952, 22243.20514, 33822.15254, 23753.36807, 2937.24839
2953, 22243.20514, 33822.15254, 23444.58355, 2519.29450
2954, 22243.20514, 40743.49634, 23660.85392, 2980.43539
2955, 22243.20514, 33822.15254, 23337.98684, 2259.90467
2956, 22243.20514, 33757.27223, 23647.33745, 2517.82431
2957, 22243.20514, 69424.74048, 24194.08520, 5309.53650
2958, 22243.20514, 215917.53106, 25406.79423, 19269.74438
2959, 22243.20514, 33822.15254, 23660.05442, 2630.04367
2960, 22243.20514, 31654.16518, 23100.90578, 2053.95112
2961, 22243.20514, 35163.35261, 23800.88696, 3087.21006
2962, 22243.20514, 34749.48635, 23530.76733, 2861.76513
2963, 22243.20514, 37010.61593, 24208.72339, 3525.56450
2964, 22243.20514, 35981.16027, 23395.11831, 2149.12483
2965, 22243.20514, 42192.64751, 23747.13052, 3448.40601
2966, 22243.20514, 34764.49465, 23632.88648, 2640.54821
2967, 22243.20514, 33822.15254, 23851.24210, 2904.21864
2968, 22243.20514, 33822.15254, 24160.95532, 3142.66728
2969, 22243.20514, 33943.38806, 23347.30709, 2442.63559
2970, 22243.20514, 390852.15183, 26944.40333, 36636.41872
2971, 22243.20514, 32693.92055, 23322.61606, 2264.25897
2972, 22243.20514, 34066.27728, 23475.73192, 2446.15249
2973, 22243.20514, 34476.51322, 23334.63675, 2497.55331
2974, 22243.20514, 37318.86238, 23361.47698, 2811.24391
2975, 22243.20514, 38758.97963, 23556.65331, 2760.39384
2976, 22243.20514, 34401.97384, 23063.01931, 1850.26047
2977, 22243.20514, 515769.13982, 30099.51562, 51188.61681
2978, 22243.20514, 283560.47238, 27447.52263, 27309.66521
2979, 22243.20514, 36427.04058, 23881.48512, 3273.50772
2980, 22243.20514, 345975.37748, 27132.25298, 32394.14659
2981, 22243.20514, 33822.15254, 23570.93439, 2564.92432
2982, 22243.20514, 87993.07174, 24316.12011, 6906.54652
2983, 22243.20514, 34100.82100, 23475.64017, 2749.74655
2984, 22243.20514, 37025.16975, 23480.64826, 2688.07139
2985, 22243.20514, 151206.67055, 24965.57663, 13024.55326
2986, 22243.20514, 34929.69439, 23499.01422, 2458.97361
2987, 22243.20514, 146116.27068, 25824.13163, 16224.66432
2988, 22243.20514, 54886.08977, 24075.67698, 4290.19135
2989, 22243.20514, 33822.15254, 23493.78029, 2711.55279
2990, 22243.20514, 249519.61572, 25805.34332, 22621.75563
2991, 22243.20514, 482687.54104, 28420.25173, 45774.40481
2992, 22243.20514, 33877.02298, 23639.17594, 2611.89940
2993, 22243.20514, 346114.99714, 26813.99739, 32196.12590
2994, 22243.20514, 34033.54902, 23646.25516, 2655.48385
2995, 22243.20514, 81780.49227, 24194.63934, 6474.55317
2996, 22243.20514, 39660.39277, 23788.26673, 3177.90547
2997, 22243.20514, 34363.73072, 23779.90511, 2943.47181
2998, 22243.20514, 33257.07784, 23322.17783, 2198.99217
2999, 22243.20514, 31183.96865, 23424.50250, 2394.93478
3000, 22243.20514, 37753.31178, 23554.91315, 2826.15390
3001, 22243.20514, 30677.17158, 23270.04862, 2105.28185
3002, 22243.20514, 76840.90862, 24431.44562, 6008.00359
3003, 22243.20514, 32693.92055, 23407.55725, 2364.30869
3004, 22243.20514, 136164.80254, 24427.26819, 11562.90500
3005, 22243.20514, 34547.39313, 23779.72163, 2740.15541
3006, 22243.20514, 33429.83589, 23631.92221, 2609.38217
3007, 22243.20514, 36107.84584, 23583.10132, 2775.04336
3008, 22243.20514, 33822.15254, 23836.75281, 2843.68891
3009, 22243.20514, 184170.23810, 25178.16745, 16200.84392
3010, 22243.20514, 36877.41092, 23876.47226, 3182.66817
3011, 22243.20514, 34476.51322, 23499.84393, 2443.12392
3012, 22243.20514, 196591.55207, 25341.30119, 17383.58390
3013, 22243.20514, 34266.72370, 23679.27278, 2918.97622
3014, 22243.20514, 179151.22978, 24739.39754, 15666.36750
3015, 22243.20514, 51419.03582, 23630.93359, 3605.02540
3016, 22243.20514, 35190.01612, 23727.95271, 2945.33978
3017, 22243.20514, 38398.22906, 23509.66903, 2925.89330
3018, 22243.20514, 33822.15254, 23622.84281, 2609.45826
3019, 22243.20514, 35979.81034, 23626.96987, 2647.52243
3020, 22243.20514, 37489.85479, 23478.25033, 2524.20761
3021, 22243.20514, 64580.35360, 23794.42268, 4998.49875
3022, 22243.20514, 31550.10609, 23211.62201, 2192.76224
3023, 22243.20514, 35847.43528, 24065.41494, 3042.41811
3024, 22243.20514, 35886.50975, 23588.17421, 2585.93910
3025, 22243.20514, 35227.28185, 23754.98478, 2748.61037
3026, 22243.20514, 38770.41095, 23763.22566, 3183.85164
3027, 22243.20514, 32079.84826, 23168.46193, 1961.46936
3028, 22243.20514, 167131.42509, 25322.88707, 14578.05677
3029, 22243.20514, 33822.15254, 23582.61340, 2579.41835
3030, 22243.20514, 33822.15254, 23220.86046, 2016.23745
3031, 22243.20514, 31171.36188, 23145.63029, 1844.58150
3032, 22243.20514, 33822.15254, 23299.75928, 2311.96088
3033, 22243.20514, 38433.39546, 23490.10678, 2899.60591
3034, 22243.20514, 35788.64399, 23807.39361, 2835.83391
3035, 22243.20514, 35076.15261, 23632.84160, 3031.52808
3036, 22243.20514, 33396.27728, 23046.89112, 1853.42978
3037, 22243.20514, 35853.77750, 24293.82598, 3348.48361
3038, 22243.20514, 329037.32907, 27071.78621, 30521.37396
3039, 22243.20514, 129736.79718, 24117.82696, 10778.96963
3040, 22243.20514, 33822.15254, 23400.61079, 2467.79761
3041, 22243.20514, 32693.92055, 23674.71465, 2590.48817
3042, 22243.20514, 33850.58222, 23742.91506, 2735.29944
3043, 22243.20514, 41927.60067, 23610.75928, 3089.27927
3044, 22243.20514, 33961.77220, 23626.29988, 2793.70928
3045, 22243.20514, 32693.92055, 23127.39975, 1751.76008
3046, 22243.20514, 38541.39432, 23778.57982, 3014.19297
3047, 22243.20514, 32693.92055, 23527.33413, 2506.57773
3048, 22243.20514, 33822.15254, 23571.80367, 2409.93378
3049, 22243.20514, 35848.01320, 24047.46375, 3151.87909
3050, 22243.20514, 37010.61593, 23894.65086, 3128.55645
3051, 22243.20514, 34362.00626, 23597.58159, 2719.50790
3052, 22243.20514, 33961.77220, 23809.93534, 2799.10908
3053, 22243.20514, 34370.21774, 23879.95128, 3024.82582
3054, 22243.20514, 29040.38978, 22912.04707, 1423.82392
3055, 22243.20514, 482033.18036, 27839.47517, 45695.33511
3056, 22243.20514, 32693.92055, 23580.38211, 2535.69260
3057, 22243.20514, 34413.49094, 23189.28631, 1943.03943
3058, 22243.20514, 33138.91894, 23524.83075, 2399.72977
3059, 22243.20514, 35466.51030, 23443.03978, 2564.91425
3060, 22243.20514, 39380.33164, 23613.89628, 3054.94905
3061, 22243.20514, 36807.71125, 23587.66125, 2827.10935
3062, 22243.20514, 29801.98620, 23150.11082, 1813.75770
3063, 22243.20514, 32693.92055, 23330.02388, 2116.17875
3064, 22243.20514, 176549.70002, 25510.23514, 15553.16561
3065, 22243.20514, 35583.22601, 23400.48940, 2349.90683
3066, 22243.20514, 34653.59482, 23515.78051, 2412.87138
3067, 22243.20514, 141122.57964, 24518.72979, 11984.29645
3068, 22243.20514, 33822.15254, 23600.08807, 2576.54695
3069, 22243.20514, 36173.56100, 23385.76934, 2358.96825
3070, 22243.20514, 70079.10116, 24709.76030, 5654.37819
3071, 22243.20514, 56593.54865, 23868.91235, 4105.35573
3072, 22243.20514, 33603.91949, 23675.05921, 2645.62596
3073, 22243.20514, 35494.66523, 23331.83139, 2206.24298
3074, 22243.20514, 37080.93379, 23741.08413, 2744.49041
3075, 22243.20514, 34449.16107, 24266.64271, 3518.30525
3076, 22243.20514, 35275.46344, 23865.20552, 2956.92786
3077, 22243.20514, 33891.30900, 23346.82578, 2276.07393
3078, 22243.20514, 93675.05938, 24201.27580, 7437.75443
3079, 22243.20514, 33822.15254, 23634.68435, 2706.50393
3080, 22243.20514, 33822.15254, 23615.73624, 2614.80354
3081, 22243.20514, 33822.15254, 23504.01030, 2555.94049
3082, 22243.20514, 32693.92055, 23407.96904, 2313.41097
3083, 22243.20514, 355694.20442, 27044.25149, 33150.01272
3084, 22243.20514, 36100.51718, 23644.51536, 2709.11777
3085, 22243.20514, 35586.11734, 23656.58386, 2739.16932
3086, 22243.20514, 35534.78291, 23772.90564, 2992.39069
3087, 22243.20514, 36318.06121, 23763.72470, 2880.00089
3088, 22243.20514, 123843.63034, 24633.94128, 10336.23365
3089, 22243.20514, 34099.04987, 23850.33453, 3063.89907
3090, 22243.20514, 34816.20505, 23661.13602, 2792.92615
3091, 22243.20514, 33822.15254, 23177.75805, 2066.79324
3092, 22243.20514, 310571.29513, 26106.69399, 28662.51116
3093, 22243.20514, 36362.94691, 23884.73187, 2965.80559
3094, 22243.20514, 310571.29513, 27392.60030, 30675.77588
3095, 22243.20514, 32693.92055, 23310.45042, 2014.15002
3096, 22243.20514, 41982.46719, 23478.16066, 3069.35800
3097, 22243.20514, 30292.78093, 23028.34177, 1719.63606
3098, 22243.20514, 34809.01062, 23591.68514, 2915.12621
3099, 22243.20514, 470808.47761, 28418.63690, 44582.56639
3100, 22243.20514, 35723.07148, 23609.15392, 2675.49662
3101, 22243.20514, 257455.02934, 25961.46780, 23438.22595
3102, 22243.20514, 32693.92055, 23241.91235, 1962.44390
3103, 22243.20514, 31151.32084, 23122.17839, 1785.51400
3104, 22243.20514, 37117.61594, 23533.84938, 3001.56549
3105, 22243.20514, 33822.15254, 23930.12855, 2816.40121
3106, 22243.20514, 34999.86255, 23843.48329, 2981.19237
3107, 22243.20514, 158197.40999, 25016.59199, 13624.41250
3108, 22243.20514, 121773.83423, 24381.71509, 10136.89011
3109, 22243.20514, 35310.06580, 23210.37510, 2004.21291
3110, 22243.20514, 35516.18140, 23755.46023, 2943.32673
3111, 22243.20514, 32693.92055, 23701.42043, 2749.90911
3112, 22243.20514, 33317.25401, 23699.94919, 2628.07012
3113, 22243.20514, 31289.06945, 23450.31786, 2177.87039
3114, 22243.20514, 33822.15254, 23727.09157, 2598.06814
3115, 22243.20514, 35309.62158, 23364.45012, 2229.67853
3116, 22243.20514, 34749.48635, 23713.22414, 3046.66480
3117, 22243.20514, 390712.53217, 27011.98820, 36633.48816
3118, 22243.20514, 33822.15254, 23909.27881, 3126.45382
3119, 22243.20514, 35261.42578, 24191.52217, 3266.94908
3120, 22243.20514, 36082.37851, 23957.51528, 3085.74852
3121, 22243.20514, 33822.15254, 23755.37631, 2730.82334
3122, 22243.20514, 33822.15254, 23634.48985, 2622.58813
3123, 22243.20514, 33784.80045, 23656.18528, 2497.97341
3124, 22243.20514, 35582.67320, 23413.45731, 2233.87413
3125, 22243.20514, 433696.67250, 27474.32000, 40888.56987
3126, 22243.20514, 33961.77220, 23759.19629, 2640.93245
3127, 22243.20514, 36484.43376, 23245.18579, 2123.56646
3128, 22243.20514, 33822.15254, 23379.67525, 2297.25131
3129, 22243.20514, 31343.01386, 23605.94785, 2306.94286
3130, 22243.20514, 34816.20505, 23949.11768, 2931.48710
3131, 22243.20514, 32693.92055, 23450.42801, 2196.11686
3132, 22243.20514, 241778.10699, 25890.34368, 21863.00392
3133, 22243.20514, 348572.16479, 26822.17931, 32417.29399
3134, 22243.20514, 31724.65684, 23400.52620, 2374.51157
3135, 22243.20514, 88984.89163, 24286.65783, 6950.07119
3136, 22243.20514, 34642.27027, 23552.77871, 2683.14938
3137, 22243.20514, 36951.96077, 23131.07929, 2427.66567
3138, 22243.20514, 40670.89437, 23874.25238, 3484.57224
3139, 22243.20514, 33822.15254, 23812.16665, 2928.16213
3140, 22243.20514, 34252.54980, 23493.99604, 2766.95571
3141, 22243.20514, 36395.74135, 23504.45348, 2634.31570
3142, 22243.20514, 33896.60891, 23835.21799, 3093.93998
3143, 22243.20514, 32949.53393, 23370.14044, 2377.60510
3144, 22243.20514, 33822.15254, 23141.92339, 2048.61665
3145, 22227.49159, 33822.15254, 23070.63239, 2200.57989
3146, 22227.49159, 34965.28961, 23589.45299, 3095.55792
3147, 22227.49159, 33822.15254, 23397.61711, 2352.43275
3148, 22227.49159, 37007.62983, 23690.45136, 2752.89675
3149, 22227.49159, 262232.18246, 26265.79446, 23926.94584
3150, 22227.49159, 423535.85183, 30124.01238, 47802.32409
3151, 22227.49159, 37075.88916, 23603.44525, 2656.58551
3152, 22227.49159, 491352.95071, 28431.77163, 46617.69209
3153, 22227.49159, 33806.43898, 23173.64745, 2068.55152
3154, 22227.49159, 329429.34020, 26663.89145, 30548.11898
3155, 22227.49159, 37016.07108, 23323.25013, 2659.26162
3156, 22227.49159, 41374.64664, 24078.32531, 3184.88960
3157, 22227.49159, 36838.38796, 23856.99122, 3191.56705
3158, 22227.49159, 35598.49973, 23934.36177, 2892.02217
3159, 22227.49159, 37507.64955, 23443.86136, 2804.30810
3160, 22227.49159, 27915.91290, 22809.79269, 1206.23748
3161, 22227.49159, 35092.86665, 23336.28146, 2494.98923
3162, 22227.49159, 337200.88188, 26287.35111, 31303.10010
3163, 22227.49159, 32678.20700, 23257.12736, 2085.68573
3164, 22227.49159, 33806.43898, 23654.41955, 2687.37446
3165, 22227.49159, 38460.99932, 23619.68782, 2768.98942
3166, 22227.49159, 33806.43898, 23563.01688, 2574.45209
3167, 22227.49159, 198531.46923, 25162.08667, 17587.01276
3168, 22227.49159, 36127.44858, 23455.81129, 2867.86729
3169, 22227.49159, 39256.02397, 23661.07625, 2891.62166
3170, 22227.49159, 167042.62899, 24996.14101, 14526.79870
3171, 22227.49159, 398064.86072, 26786.61834, 37383.79428
3172, 22227.49159, 355410.16069, 28998.43663, 39804.60601
3173, 22227.49159, 37596.70086, 23341.98471, 2931.99691
3174, 22227.49159, 423848.31762, 27677.51940, 39912.45743
3175, 22227.49159, 36643.65671, 23999.61844, 3065.18746
3176, 22227.49159, 33063.66044, 23381.53603, 2186.28809
3177, 22227.49159, 40023.96620, 23527.46211, 3084.04159
3178, 22227.49159, 54113.92464, 23948.50928, 3938.52230
3179, 22227.49159, 32678.20700, 23340.18522, 2183.29571
3180, 22227.49159, 34108.32093, 23230.26886, 2261.44355
3181, 22227.49159, 32678.20700, 23104.89676, 2023.67153
3182, 22227.49159, 36096.43292, 23598.85536, 2958.40463
3183, 22227.49159, 45283.35122, 23792.43527, 3708.78871
3184, 22227.49159, 329314.83324, 26922.08268, 30557.05788
3185, 22227.49159, 398064.86072, 26790.10515, 37355.24723
3186, 22227.49159, 34199.10728, 23176.16547, 1988.88053
3187, 22227.49159, 38179.15796, 23482.54576, 2763.45880
3188, 22227.49159, 37207.65473, 23710.49564, 2962.95640
3189, 22227.49159, 32678.20700, 23346.04992, 2122.55296
3190, 22227.49159, 33806.43898, 23494.87673, 2348.01968
3191, 22227.49159, 34186.26608, 23747.89998, 2753.55641
3192, 22227.49159, 38790.26457, 23932.76038, 3088.11389
3193, 22227.49159, 34204.64131, 23457.44192, 2393.40323
3194, 22227.49159, 37497.31208, 23686.36605, 3030.46365
3195, 22227.49159, 33806.43898, 23978.11061, 3108.06823
3196, 22227.49159, 36863.42394, 23581.55549, 2532.02702
3197, 22227.49159, 34575.06401, 24449.64435, 3295.00993
3198, 22227.49159, 33806.43898, 23714.55163, 2713.43771
3199, 22227.49159, 34574.47665, 23715.99786, 2621.87527
3200, 22227.49159, 33248.94619, 23723.89085, 2748.01971
3201, 22227.49159, 106518.10637, 24263.28521, 8633.54886
3202, 22227.49159, 34327.82141, 23453.70518, 2405.39709
3203, 22227.49159, 196326.97933, 26741.30813, 22257.03866
3204, 22227.49159, 32678.20700, 23491.51132, 2477.92773
3205, 22227.49159, 33806.43898, 23759.71129, 2976.83917
3206, 22227.49159, 34289.30616, 23508.51056, 2934.79370
3207, 22227.49159, 337200.88188, 26554.20122, 31310.68131
3208, 22227.49159, 263116.51001, 25883.43482, 23969.43007
