g, min, max, mean, std
4949, 22212.71275, 196195.91519, 25523.29228, 17377.03566
4950, 22212.71275, 33791.66014, 23893.64906, 2931.89962
4951, 22212.71275, 38822.04349, 23782.84259, 3109.44799
4952, 22212.71275, 33660.43689, 23501.26049, 2444.43579
4953, 22212.71275, 34222.65706, 23469.72349, 2553.30736
4954, 22212.71275, 30646.67919, 23320.05088, 2226.33373
4955, 22212.71275, 33791.66014, 23681.04932, 2809.38719
4956, 22212.71275, 39903.37130, 23714.51085, 3320.95840
4957, 22212.71275, 39673.32540, 23703.72437, 2915.74968
4958, 22212.71275, 32663.42816, 23419.42116, 2469.64484
4959, 22212.71275, 44488.67009, 24010.58327, 3790.63762
4960, 22212.71275, 34492.87874, 23528.48228, 2677.31009
4961, 22212.71275, 33791.66014, 23609.26447, 2795.22626
4962, 22212.71275, 34308.08423, 23464.26397, 2964.29212
4963, 22212.71275, 36732.61082, 23632.10007, 3080.19173
4964, 22212.71275, 37512.17170, 23765.39671, 3115.02492
4965, 22212.71275, 39808.92576, 23739.61135, 3018.90871
4966, 22212.71275, 34590.23959, 23548.71203, 2838.73084
4967, 22212.71275, 32663.42816, 23077.79509, 2150.44173
4968, 22212.71275, 33791.66014, 23868.66436, 2905.12993
4969, 22212.71275, 33791.66014, 23683.03301, 2823.98218
4970, 22212.71275, 39992.82659, 23762.98284, 3127.76608
4971, 22212.71275, 38643.18456, 23088.84548, 2343.79784
4972, 22212.71275, 36699.39927, 23697.21507, 3107.85433
4973, 22212.71275, 284849.08852, 26748.25933, 26412.20692
4974, 22212.71275, 36393.62027, 23522.46753, 2698.05970
4975, 22212.71275, 33791.66014, 22987.93627, 1953.98854
4976, 22212.71275, 442484.59870, 27601.72936, 41788.10680
4977, 22212.71275, 33791.66014, 23024.24738, 2292.07481
4978, 22212.71275, 41317.31612, 23064.09191, 2511.91110
4979, 22212.71275, 80762.89140, 23711.68002, 6127.65173
4980, 22212.71275, 417601.01076, 27221.14361, 39307.54325
4981, 22212.71275, 34980.73166, 23361.71633, 2443.38384
4982, 22212.71275, 34331.51386, 23620.32278, 2643.65209
4983, 22212.71275, 33931.27981, 23435.20545, 2673.29365
4984, 22212.71275, 33955.66353, 23783.20243, 2859.83207
4985, 22212.71275, 55984.38717, 23983.19391, 4226.08806
4986, 22212.71275, 34398.49053, 23437.72996, 2541.60765
4987, 22212.71275, 32663.42816, 23325.22854, 2271.74695
4988, 22212.71275, 38936.35274, 23742.62626, 3125.62682
4989, 22212.71275, 51398.13884, 23624.52944, 3619.74549
4990, 22212.71275, 30646.67919, 23181.81030, 1943.77570
4991, 22212.71275, 32717.53935, 23118.51181, 2029.08001
4992, 22212.71275, 38672.21839, 23181.04059, 2738.35073
4993, 22212.71275, 34089.33697, 23553.37980, 2679.76705
4994, 22212.71275, 34013.50277, 23399.21769, 2439.36876
4995, 22212.71275, 34152.99251, 23486.00716, 2941.35445
4996, 22212.71275, 32027.65679, 23439.17377, 2574.90466
4997, 22212.71275, 34466.31286, 23396.71847, 2643.21599
4998, 22212.71275, 114386.37511, 24513.37798, 9528.59059
4999, 22212.71275, 422910.63311, 27264.90513, 39826.42409
5000, 22212.71275, 37382.78146, 23442.07307, 2732.95331
5001, 22212.71275, 33292.05221, 23582.53007, 2666.95594
5002, 22212.71275, 39551.66345, 23683.60838, 3190.30046
5003, 22212.71275, 38311.42715, 23329.46303, 2812.75971
5004, 22212.71275, 96187.34436, 24155.88852, 7664.34206
5005, 22212.71275, 176342.90968, 25075.08239, 15457.48091
5006, 22212.71275, 34090.12279, 23781.10288, 3010.66162
5007, 22212.71275, 33791.66014, 23327.97162, 2434.19225
5008, 22212.71275, 34522.59002, 23706.97458, 2585.40320
5009, 22212.71275, 33791.66014, 23353.50930, 2480.27990
5010, 22212.71275, 35281.52991, 23089.12868, 2223.60073
5011, 22212.71275, 422910.63311, 27413.66850, 39825.97718
5012, 22212.71275, 34589.91822, 23274.64945, 2412.14850
5013, 22212.71275, 34370.96297, 23474.22499, 2674.90697
5014, 22212.71275, 35552.53842, 24460.90187, 3625.16127
5015, 22212.71275, 32663.42816, 23315.30131, 2378.71229
5016, 22212.71275, 33791.66014, 23450.59323, 2425.30423
5017, 22212.71275, 32718.93062, 23382.58978, 2334.10041
5018, 22212.71275, 38487.75483, 23524.85050, 2846.61381
5019, 22212.71275, 436129.83372, 27637.45102, 41143.99657
5020, 22212.71275, 32663.42816, 23184.34337, 2170.82502
5021, 22212.71275, 33791.66014, 23388.41628, 2553.97866
5022, 22212.71275, 32663.42816, 23497.83137, 2476.78110
5023, 22212.71275, 33791.66014, 23784.79911, 2885.52034
5024, 22212.71275, 32663.42816, 23510.55007, 2492.34331
5025, 22212.71275, 33550.41157, 23716.98900, 2947.85731
5026, 22212.71275, 33791.66014, 23564.11143, 2723.43315
5027, 22212.71275, 34157.54009, 23897.67876, 2969.58707
5028, 22212.71275, 33791.66014, 23656.73331, 2878.88427
5029, 22212.71275, 32663.42816, 22993.84432, 1911.37102
5030, 22212.71275, 34299.45441, 23399.84330, 2387.23163
5031, 22212.71275, 257426.41295, 25563.68014, 23409.61803
5032, 22212.71275, 33791.66014, 23542.24241, 2607.43321
5033, 22212.71275, 32663.42816, 23685.27627, 2679.91151
5034, 22212.71275, 303396.34220, 26394.52013, 27977.56882
5035, 22212.71275, 37234.69033, 23377.44645, 2948.15365
5036, 22212.71275, 33393.49473, 23144.36190, 2210.05415
5037, 22212.71275, 190298.08726, 25176.64127, 16814.65073
5038, 22212.71275, 105470.34366, 24173.52984, 8647.11107
5039, 22212.71275, 32805.92159, 23318.30201, 2311.01360
5040, 22212.71275, 33791.66014, 23202.02410, 2208.90608
5041, 22212.71275, 32663.42816, 23346.95759, 2407.61949
5042, 22212.71275, 481334.12134, 27943.85154, 45653.32943
5043, 22212.71275, 34829.70236, 23426.64421, 2628.50863
5044, 22212.71275, 35614.47422, 23888.20679, 3165.27431
5045, 22212.71275, 470121.72530, 27483.10249, 44522.69250
5046, 22212.71275, 37772.18473, 23071.35926, 2295.59314
5047, 22212.71275, 37123.47990, 23810.37843, 3219.35674
5048, 22212.71275, 37459.36240, 23963.24586, 3293.98791
5049, 22212.71275, 68389.95052, 23926.05420, 5033.39171
5050, 22212.71275, 140989.62960, 25905.80591, 15489.79015
5051, 22212.71275, 32973.03116, 23455.75436, 2549.87628
5052, 22212.71275, 36846.27048, 23585.25473, 2859.24870
5053, 22212.71275, 36281.54289, 24021.95756, 3127.96152
5054, 22212.71275, 33791.66014, 23904.41791, 3054.95582
5055, 22212.71275, 40321.44198, 23980.37620, 3573.11761
5056, 22212.71275, 136044.15922, 24726.87234, 11540.49937
5057, 22212.71275, 33620.19933, 23345.80884, 2215.85042
5058, 22212.71275, 34634.46017, 23684.83941, 2772.52907
5059, 22212.71275, 33791.66014, 23253.08661, 2404.78497
5060, 22212.71275, 33791.66014, 23256.14137, 2303.57785
5061, 22212.71275, 190298.08726, 25020.74019, 16774.49104
5062, 22212.71275, 157487.68607, 25051.29129, 13642.97831
5063, 22212.71275, 39333.98139, 24107.42805, 3164.14928
5064, 22212.71275, 33791.66014, 23777.69621, 2922.07703
5065, 22212.71275, 31135.67645, 23291.90547, 2165.69410
5066, 22212.71275, 30219.56235, 22906.88100, 1637.56300
5067, 22212.71275, 34878.76436, 23723.28132, 2949.95016
5068, 22212.71275, 34339.59129, 23637.78705, 2641.15827
5069, 22212.71275, 31810.45254, 23366.81409, 2256.76436
5070, 22212.71275, 37544.98196, 23319.39464, 2616.88477
5071, 22212.71275, 30646.67919, 23261.65657, 2018.77290
5072, 22212.71275, 34572.62791, 23353.09267, 2495.36626
5073, 22212.71275, 261992.71775, 25575.71864, 23861.84175
5074, 22212.71275, 36325.76286, 23676.06654, 3009.20412
5075, 22212.71275, 35771.71537, 23814.16935, 3276.59880
5076, 22212.71275, 190298.08726, 24917.77737, 16758.29792
5077, 22212.71275, 39632.34397, 23970.60068, 3411.59168
5078, 22212.71275, 459666.65795, 28896.89015, 44919.17707
5079, 22212.71275, 35281.99045, 23259.88482, 2232.90852
5080, 22212.71275, 35418.61819, 23607.79530, 2983.39727
5081, 22212.71275, 32663.42816, 23181.54633, 2018.66879
5082, 22212.71275, 33990.96309, 23413.85989, 2460.33432
5083, 22212.71275, 44100.57763, 23672.65219, 3120.29521
5084, 22212.71275, 33791.66014, 23501.63865, 2410.35542
5085, 22212.71275, 39238.56388, 23660.89049, 3089.64110
5086, 22212.71275, 508540.26104, 29292.56278, 49081.88594
5087, 22212.71275, 33791.66014, 23396.10513, 2581.86048
5088, 22212.71275, 35226.93080, 23711.15540, 2926.79896
5089, 22212.71275, 272303.81349, 25923.21068, 24890.68835
5090, 22212.71275, 279200.92087, 27507.28937, 29702.95736
5091, 22212.71275, 267810.96631, 26084.10177, 24463.00254
5092, 22212.71275, 34474.98200, 23404.32197, 2762.83781
5093, 22212.71275, 39195.72912, 23934.08913, 3308.08254
5094, 22212.71275, 35987.00270, 23611.31715, 3209.07143
5095, 22212.71275, 328687.10390, 26603.47434, 30489.66801
5096, 22212.71275, 34495.56437, 23841.48102, 2769.91237
5097, 22212.71275, 32663.42816, 23437.48677, 2330.73382
5098, 22212.71275, 33791.66014, 23934.68580, 2948.77114
5099, 22212.71275, 36831.69134, 23653.18891, 2979.72255
5100, 22212.71275, 32663.42816, 23272.51778, 2167.93547
5101, 22212.71275, 35847.65617, 23684.24848, 2981.14434
5102, 22212.71275, 481334.12134, 28445.02072, 45626.37692
5103, 22212.71275, 33791.66014, 23413.61819, 2642.31586
5104, 22212.71275, 33791.66014, 23843.16121, 2944.13732
5105, 22212.71275, 33791.66014, 23698.49482, 2690.67758
5106, 22212.71275, 34386.57090, 23296.87424, 2616.68889
5107, 22212.71275, 89547.98672, 24230.82520, 7173.88945
5108, 22212.71275, 397796.76286, 27172.02564, 37341.18693
5109, 22212.71275, 33542.69489, 23296.77695, 2445.10069
5110, 22212.71275, 32351.41288, 23413.78561, 2311.43066
5111, 22212.71275, 32663.42816, 23218.01612, 2155.03912
5112, 22212.71275, 34713.91863, 23792.27286, 2908.09633
5113, 22212.71275, 261853.09808, 26101.36153, 23863.86209
5114, 22212.71275, 65769.63757, 23932.06391, 4990.07595
5115, 22212.71275, 32663.42816, 23745.92217, 2915.24675
5116, 22212.71275, 183433.29128, 25064.88211, 16164.59509
5117, 22212.71275, 422910.63311, 27553.45779, 39839.94528
5118, 22212.71275, 32663.42816, 23271.09646, 2229.54197
5119, 22212.71275, 32663.42816, 23496.67414, 2451.04080
5120, 22212.71275, 37903.36434, 23104.58516, 2397.58665
5121, 22212.71275, 33743.11209, 23397.75062, 2515.39482
5122, 22212.71275, 54855.59737, 24067.11916, 4284.26789
5123, 22212.71275, 33219.83621, 23420.70791, 2452.85178
5124, 22212.71275, 73108.36858, 24101.53482, 5714.70725
5125, 22212.71275, 37527.72795, 23546.45420, 3065.79639
5126, 22212.71275, 32182.38633, 23116.02121, 2101.29729
5127, 22212.71275, 37333.16032, 23444.48003, 2678.69512
5128, 22212.71275, 38001.15230, 23583.83419, 2527.21749
5129, 22212.71275, 33791.66014, 23377.31608, 2422.75088
5130, 22212.71275, 38660.62931, 23504.32692, 2930.46559
5131, 22212.71275, 33791.66014, 23412.44787, 2497.88778
5132, 22212.71275, 123747.11829, 24542.64414, 10298.52551
5133, 22212.71275, 33853.94341, 23846.75630, 3143.65962
5134, 22212.71275, 76997.66663, 24109.91890, 6075.75863
5135, 22212.71275, 151049.10707, 24521.89593, 12908.34029
5136, 22212.71275, 38636.34633, 23466.66686, 2940.14026
5137, 22212.71275, 38866.04967, 23031.36762, 2148.48238
5138, 22212.71275, 33882.63109, 23490.24159, 2615.64465
5139, 22212.71275, 30646.67919, 23336.63143, 2143.05590
5140, 22212.71275, 35245.37393, 23695.95756, 2630.15757
5141, 22212.71275, 114386.37511, 24914.35786, 9415.96252
5142, 22212.71275, 38346.98294, 24079.77326, 3334.87018
5143, 22212.71275, 96187.34436, 25087.92093, 8483.62167
5144, 22212.71275, 34154.41844, 23494.05383, 2546.50303
5145, 22212.71275, 345460.91921, 26804.41628, 32149.98013
5146, 22212.71275, 33791.66014, 23827.21071, 2894.69234
5147, 22212.71275, 32663.42816, 23475.61553, 2672.02213
5148, 22212.71275, 33428.08654, 23380.81904, 2404.20276
5149, 22212.71275, 328547.48424, 26209.90306, 30454.05492
5150, 22212.71275, 123886.73796, 24451.46207, 10384.84348
5151, 22212.71275, 257291.60030, 25785.24214, 23397.97063
5152, 22212.71275, 177315.96971, 24731.93732, 15468.41837
5153, 22212.71275, 32836.25046, 23545.11449, 2559.54618
5154, 22212.71275, 33791.66014, 23286.78621, 2251.78118
5155, 22212.71275, 33791.66014, 23235.05199, 2249.26205
5156, 22212.71275, 241435.94276, 25098.14012, 21800.16864
5157, 22212.71275, 33791.66014, 23300.69569, 2457.08630
5158, 22212.71275, 35642.79808, 23658.99268, 2805.77399
5159, 22212.71275, 235070.80795, 25772.27477, 21231.95335
5160, 22212.71275, 151049.10707, 25249.62784, 13006.82278
5161, 22212.71275, 40641.85346, 23630.06230, 3047.10871
5162, 22212.71275, 32663.42816, 23834.56941, 2828.59346
5163, 22212.71275, 32529.80295, 23426.03115, 2476.43930
5164, 22212.71275, 397796.76286, 27048.50840, 37342.13174
5165, 22212.71275, 147236.52357, 24586.38753, 12573.11012
5166, 22212.71275, 418590.18089, 26807.76556, 39416.24718
5167, 22212.71275, 35721.57656, 23440.94242, 2599.20789
5168, 22212.71275, 196195.91519, 25337.41551, 17346.98605
5169, 22212.71275, 36762.09175, 23895.86672, 2967.92376
5170, 22212.71275, 34197.05557, 23903.01627, 3080.95191
5171, 22212.71275, 48922.73310, 23740.38777, 3676.84909
5172, 22212.71275, 34895.53790, 23471.51353, 2402.63673
5173, 22212.71275, 35909.43969, 23871.44795, 3098.71135
5174, 22212.71275, 32663.42816, 23509.29177, 2529.85358
5175, 22212.71275, 32663.42816, 23696.85264, 2728.52424
5176, 22212.71275, 32706.70163, 23300.47945, 2042.21441
5177, 22212.71275, 292024.54678, 25907.74525, 26835.97387
5178, 22212.71275, 33791.66014, 23403.70767, 2462.92381
5179, 22212.71275, 35284.48170, 23627.45459, 2751.73966
5180, 22212.71275, 178023.42485, 25190.72988, 15687.90837
5181, 22212.71275, 176342.90968, 24596.34285, 15379.79287
5182, 22212.71275, 35569.62113, 23348.71881, 2419.52024
5183, 22212.71275, 31773.73823, 23302.80785, 2324.67892
5184, 22212.71275, 33791.66014, 23391.04320, 2743.41792
5185, 22212.71275, 34878.76436, 23557.81293, 2699.02782
5186, 22212.71275, 38712.33986, 23667.71522, 2984.64869
5187, 22212.71275, 33791.66014, 23280.07112, 2359.19089
5188, 22212.71275, 36113.19196, 23490.93179, 2570.31026
5189, 22212.71275, 33791.66014, 23741.18836, 2665.01471
5190, 22212.71275, 30262.28853, 23191.70321, 1894.60716
5191, 22212.71275, 257878.40707, 26001.66640, 23517.53771
5192, 22212.71275, 33396.45523, 23298.48368, 2359.84189
5193, 22212.71275, 38497.64548, 23733.76074, 3158.14192
5194, 22212.71275, 224740.29726, 25472.20100, 20172.32506
5195, 22212.71275, 34812.42013, 23720.92103, 2658.43891
5196, 22212.71275, 434910.53013, 27790.18262, 41023.07223
5197, 22212.71275, 34379.63862, 23786.63870, 2881.02669
5198, 22212.71275, 34013.50277, 23756.75793, 2696.33553
5199, 22212.71275, 32663.42816, 23401.34866, 2353.84082
5200, 22212.71275, 33791.66014, 23717.27839, 2872.64384
5201, 22212.71275, 36711.99210, 23467.60630, 2845.91763
5202, 22212.71275, 30646.67919, 23180.60586, 2118.75068
5203, 22212.71275, 235070.80795, 25459.16051, 21170.25916
5204, 22212.71275, 33791.66014, 22790.58120, 1616.17818
5205, 22212.71275, 36218.29446, 23530.25312, 2719.33901
5206, 22212.71275, 267810.96631, 28449.43507, 31427.19389
5207, 22212.71275, 96031.37324, 24446.16074, 7722.53951
5208, 22212.71275, 37014.16590, 23604.24037, 2713.06032
5209, 22212.71275, 35032.94304, 23850.11768, 2814.64271
5210, 22212.71275, 204153.23931, 25481.20861, 18185.50411
5211, 22212.71275, 40400.65402, 23798.05817, 3319.82197
5212, 22212.71275, 31809.12877, 23505.17723, 2506.05115
5213, 22212.71275, 33857.86426, 23595.12071, 2582.07294
5214, 22212.71275, 167076.56113, 25044.84363, 14537.48014
5215, 22212.71275, 33791.66014, 24353.85399, 3474.76494
5216, 22212.71275, 35427.29340, 24055.08280, 3302.77181
5217, 22212.71275, 36300.15159, 23846.66076, 3225.59940
5218, 22212.71275, 110204.05275, 24773.96693, 9201.27032
5219, 22212.71275, 30262.28853, 23099.91452, 1804.63485
5220, 22212.71275, 33791.66014, 23391.28388, 2634.30027
5221, 22212.71275, 32663.42816, 23426.81783, 2471.35492
5222, 22212.71275, 32663.42816, 23111.47442, 2003.08695
5223, 22212.71275, 30646.67919, 23420.41887, 2390.18093
5224, 22212.71275, 42160.42679, 23630.64256, 3084.67498
5225, 22212.71275, 33764.30799, 23611.26455, 2870.21371
5226, 22212.71275, 32663.42816, 22977.77300, 1761.80707
5227, 22212.71275, 36286.07731, 23311.57059, 2585.11995
5228, 22212.71275, 33791.66014, 23738.08201, 3021.36339
5229, 22212.71275, 33143.67045, 23288.40643, 2277.10496
5230, 22212.71275, 32663.42816, 23129.53628, 2138.79334
5231, 22212.71275, 33694.99307, 23543.87535, 2473.31978
5232, 22212.71275, 33791.66014, 23331.45062, 2396.39285
5233, 22212.71275, 33449.66802, 23435.58366, 2225.33570
5234, 22212.71275, 37551.57724, 23905.98350, 3437.64439
5235, 22212.71275, 33931.27981, 23534.09711, 2481.87397
5236, 22212.71275, 65769.63757, 23894.69008, 4905.96390
5237, 22212.71275, 32716.05265, 23097.88951, 2022.96265
5238, 22212.71275, 33791.66014, 23562.05380, 2773.22305
5239, 22212.71275, 34013.22698, 23211.06710, 2289.54113
5240, 22212.71275, 33791.66014, 23615.04874, 2836.57788
5241, 22212.71275, 41772.72111, 23794.98281, 3413.20067
5242, 22212.71275, 183938.83432, 25016.95786, 16168.35080
5243, 22212.71275, 38089.89796, 23729.44300, 2992.93988
5244, 22212.71275, 33791.66014, 23502.06538, 2641.63428
5245, 22212.71275, 34016.95366, 23496.52922, 2648.07312
5246, 22212.71275, 151703.46775, 24981.85400, 13043.03787
5247, 22212.71275, 35567.91503, 24164.30587, 2964.55639
5248, 22212.71275, 35950.66788, 23852.96512, 3021.88857
5249, 22212.71275, 29926.40099, 23172.20763, 1876.86449
5250, 22212.71275, 37086.23983, 24377.62445, 3832.54903
5251, 22212.71275, 33791.66014, 23160.15324, 2368.45055
5252, 22212.71275, 33844.42753, 23006.04064, 2192.46039
5253, 22212.71275, 249760.25160, 28493.18315, 30126.46193
5254, 22212.71275, 34958.80619, 23599.07817, 2855.59706
5255, 22212.71275, 33791.66014, 23799.35350, 2843.80807
5256, 22212.71275, 32369.53264, 22923.59592, 1723.81502
5257, 22212.71275, 34562.71306, 23224.22298, 2609.97806
5258, 22212.71275, 507942.77905, 28191.13387, 48288.56042
5259, 22212.71275, 41088.78548, 23185.44089, 2697.19225
5260, 22212.71275, 33791.66014, 23242.72979, 2412.04706
5261, 22212.71275, 31039.54015, 23100.48429, 1980.89892
5262, 22212.71275, 37427.59616, 23352.87258, 2713.17267
5263, 22212.71275, 74482.65959, 23984.69820, 5747.86669
5264, 22212.71275, 37441.19169, 23877.85037, 3068.17596
5265, 22212.71275, 38653.52878, 24168.34493, 3335.33059
5266, 22212.71275, 35196.78946, 23819.35513, 2924.65864
5267, 22212.71275, 33791.66014, 23196.74316, 2192.80930
5268, 22212.71275, 35154.61624, 23326.43666, 2565.80118
5269, 22212.71275, 32663.42816, 23288.44814, 2254.94699
5270, 22212.71275, 142118.41940, 24274.36296, 11978.75217
5271, 22212.71275, 32521.63024, 23382.38936, 2182.01876
5272, 22212.71275, 33791.66014, 23343.45202, 2465.04149
5273, 22212.71275, 211827.00406, 25617.19471, 18945.65432
5274, 22212.71275, 267810.96631, 26009.12246, 24456.96919
5275, 22212.71275, 34534.13042, 23292.24296, 2279.31007
5276, 22212.71275, 34799.60133, 23372.46664, 2583.54729
5277, 22212.71275, 37300.49423, 23856.76764, 2990.20487
5278, 22212.71275, 33791.66014, 23157.61739, 2129.79192
5279, 22212.71275, 459666.65795, 31924.05512, 54652.54897
5280, 22212.71275, 30769.19238, 22914.20990, 1688.45687
5281, 22212.71275, 37065.65304, 23190.52171, 2433.19757
5282, 22212.71275, 30262.28853, 23271.06110, 1935.49025
5283, 22212.71275, 30834.74880, 23369.86531, 2305.97880
5284, 22212.71275, 36010.29604, 23476.66433, 2572.01428
5285, 22212.71275, 33791.66014, 23483.10229, 2604.42101
5286, 22212.71275, 32663.42816, 23215.37915, 1981.89651
5287, 22212.71275, 33585.68665, 23091.03234, 1832.72295
5288, 22212.71275, 57343.33072, 23785.43958, 4172.39434
5289, 22212.71275, 36144.20533, 23639.48480, 2806.67807
5290, 22212.71275, 39855.19168, 23754.06120, 3273.49699
5291, 22212.71275, 32663.42816, 23072.25543, 2233.02312
5292, 22212.71275, 41206.44805, 23549.37657, 2913.71658
5293, 22212.71275, 33791.66014, 23061.19468, 2145.21508
5294, 22212.71275, 470121.72530, 28022.09656, 44512.84543
5295, 22212.71275, 35652.48190, 23303.43362, 2555.29548
5296, 22212.71275, 96187.34436, 24030.67964, 7655.50750
5297, 22212.71275, 36355.75792, 23872.56961, 3189.59011
5298, 22212.71275, 32322.44184, 23698.44419, 2538.39256
5299, 22212.71275, 32663.42816, 23371.97640, 2342.32096
5300, 22212.71275, 30323.46233, 23109.38973, 1847.91615
5301, 22212.71275, 105470.34366, 24494.97915, 8570.10517
5302, 22212.71275, 33791.66014, 23355.94124, 2436.53461
5303, 22212.71275, 33791.66014, 23437.19610, 2477.51979
5304, 22212.71275, 32663.42816, 22948.19733, 1905.46904
5305, 22212.71275, 32663.42816, 22985.92981, 1885.22151
5306, 22212.71275, 96187.34436, 24126.78402, 7642.82175
5307, 22212.71275, 37631.49812, 23518.42693, 3092.83958
5308, 22212.71275, 36736.81550, 23337.60867, 2413.22304
5309, 22212.71275, 32663.42816, 23330.50695, 2425.20427
5310, 22212.71275, 31673.02509, 22891.55168, 1564.23675
5311, 22212.71275, 33791.66014, 23291.71070, 2379.29497
5312, 22212.71275, 37234.30262, 23732.35435, 3233.16412
5313, 22212.71275, 36234.75829, 23727.80513, 2838.98546
5314, 22212.71275, 37552.04335, 23584.95531, 2993.04888
5315, 22212.71275, 34554.42080, 23239.30995, 2408.88901
5316, 22212.71275, 34026.38425, 24163.03663, 3260.96645
5317, 22212.71275, 33791.66014, 23387.69561, 2483.56468
5318, 22212.71275, 33791.66014, 23423.34995, 2411.69528
5319, 22212.71275, 32663.42816, 23773.07255, 2814.70036
5320, 22212.71275, 33791.66014, 23725.17023, 2869.40337
5321, 22212.71275, 33791.66014, 23990.54761, 2797.88934
5322, 22212.71275, 38148.29405, 23509.94870, 2748.51554
5323, 22212.71275, 39154.56508, 23385.89387, 2824.54545
5324, 22212.71275, 32663.42816, 23304.05991, 2129.15321
5325, 22212.71275, 464616.94258, 34805.43764, 55457.95079
5326, 22212.71275, 35772.73987, 23547.82064, 2570.84520
5327, 22212.71275, 33791.66014, 23161.98871, 2023.71796
5328, 22212.71275, 35226.53920, 23291.01074, 2408.30429
5329, 22212.71275, 35976.74549, 23315.66585, 2709.82004
5330, 22212.71275, 37553.36418, 23679.98302, 2812.67864
5331, 22212.71275, 34299.66404, 23957.99554, 3106.33799
5332, 22212.71275, 250065.24401, 25775.66530, 22691.47193
5333, 22212.71275, 32664.01071, 23524.75512, 2654.30240
5334, 22212.71275, 35070.31560, 23700.15501, 2886.63557
5335, 22212.71275, 31087.92376, 23333.29587, 2183.49475
5336, 22212.71275, 33791.66014, 23488.64308, 2618.77984
5337, 22205.79902, 62703.69279, 23602.63418, 4359.73053
5338, 22205.79902, 33791.66014, 23459.07605, 2622.49610
5339, 22205.79902, 42529.19525, 23684.06328, 3378.90457
5340, 22205.79902, 37452.44867, 23635.90889, 3028.38991
5341, 22205.79902, 32803.04783, 23519.45153, 2425.07555
5342, 22205.79902, 34772.78359, 23350.14265, 2300.59994
5343, 22205.79902, 397700.56083, 27419.76914, 37318.18033
5344, 22205.79902, 32717.53935, 23293.19041, 2121.22119
5345, 22205.79902, 397700.56083, 27704.92130, 37334.21417
5346, 22205.79902, 34020.99873, 23956.39586, 2978.56181
5347, 22205.79902, 32697.86869, 23427.64963, 2451.17175
5348, 22205.79902, 35042.71748, 23755.29107, 3075.60341
5349, 22205.79902, 38524.60208, 23770.92514, 3246.60972
5350, 22205.79902, 33784.74641, 23529.59619, 2718.94994
5351, 22205.79902, 33435.46967, 23366.99902, 2449.46344
5352, 22205.79902, 39562.72915, 23811.67253, 3131.37529
5353, 22205.79902, 34239.22150, 23590.85949, 2771.82198
5354, 22205.79902, 35025.79765, 23148.77513, 2243.07466
5355, 22205.79902, 390042.09093, 27006.67928, 36568.93139
5356, 22205.79902, 32656.51443, 23433.61023, 2402.53562
5357, 22205.79902, 48249.01807, 23753.26549, 3535.35104
5358, 22205.79902, 37837.29951, 23643.44021, 3064.58162
5359, 22205.79902, 33197.82769, 23745.09316, 2762.01951
5360, 22205.79902, 56556.14253, 23874.39645, 4190.00173
5361, 22205.79902, 37282.95638, 23097.70352, 2322.56192
5362, 22205.79902, 34307.04691, 23976.89024, 2909.64936
5363, 22205.79902, 35427.20602, 23629.37284, 2813.65993
5364, 22205.79902, 33784.74641, 23334.84232, 2367.93461
5365, 22205.79902, 33784.74641, 23268.89497, 2375.67673
5366, 22205.79902, 434807.31749, 27681.66538, 41017.21287
5367, 22205.79902, 34081.42656, 23710.39353, 2635.28716
5368, 22205.79902, 33784.74641, 23318.02005, 2514.38547
5369, 22205.79902, 34022.95588, 23375.87937, 2742.74944
5370, 22205.79902, 34630.05936, 23788.88997, 3190.40574
5371, 22205.79902, 34689.74142, 23730.12445, 2976.34954
5372, 22205.79902, 30724.82756, 23313.25968, 2015.63225
5373, 22205.79902, 31864.21516, 23303.23694, 2309.06769
5374, 22205.79902, 33051.63839, 23572.71254, 2671.26130
5375, 22205.79902, 36032.04584, 23578.89601, 2678.30316
5376, 22205.79902, 34785.26044, 23465.92279, 2852.63117
5377, 22205.79902, 34006.58904, 23550.46727, 2585.21370
5378, 22205.79902, 33909.81936, 23548.36276, 2851.02716
5379, 22205.79902, 42313.33123, 23435.51729, 3127.95479
5380, 22205.79902, 37355.83112, 23447.61567, 2759.73141
5381, 22205.79902, 35022.64205, 23404.45532, 2559.49675
5382, 22205.79902, 34697.56949, 23755.04327, 2992.07173
5383, 22205.79902, 34614.81232, 23341.81176, 2725.73403
5384, 22205.79902, 30255.37480, 23062.61794, 1705.10416
5385, 22205.79902, 31666.11136, 23407.76059, 2311.14476
5386, 22205.79902, 34687.86449, 23860.02686, 3041.27000
5387, 22205.79902, 42522.28152, 24065.80545, 3598.90661
5388, 22205.79902, 32735.62281, 23726.82512, 2894.92721
5389, 22205.79902, 32914.04036, 23387.66615, 2353.36070
5390, 22205.79902, 443493.49750, 27459.36286, 41854.69521
5391, 22205.79902, 33922.46104, 23526.83268, 2553.47885
5392, 22205.79902, 32656.51443, 23467.99470, 2534.60236
5393, 22205.79902, 33784.74641, 23658.36319, 2837.56688
5394, 22205.79902, 38540.45825, 23808.75931, 2943.86319
5395, 22205.79902, 36325.92849, 23694.67200, 2864.52651
5396, 22205.79902, 33212.92248, 23707.69631, 2592.35223
5397, 22205.79902, 35104.38171, 23288.22381, 2336.82064
5398, 22205.79902, 123721.02228, 24376.41697, 10370.33796
5399, 22205.79902, 62696.77906, 23814.94203, 4681.33180
